timestamp_ms,p0_n,p1_n,p2_n,p3_n,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,temp_c
2420,0,0,0.59,29.33,-147.9,-160.6,1020.0,-19.68,-18.42,6.72,30.43
2440,1.27,1.09,3.02,16.93,-12.5,-93.9,982.0,-18.47,-4.5,4.92,30.42
2460,0,1.19,0.42,11.19,-73.7,51.0,996.1,-15.95,-2.62,1.79,30.7
2480,3.62,1.25,0,8.02,-75.2,24.7,1027.5,-26.48,-1.35,-1.01,29.92
2500,4.13,0,3.23,7.1,52.5,111.9,1008.2,-17.54,11.31,-2.07,29.68
2520,0,0,1.49,2.53,-129.6,112.8,988.9,-15.7,11.24,-7.29,29.48
2540,4.65,0,0,0,-119.8,-59.9,960.6,-13.43,14.29,-5.11,29.62
2560,0,0,0,0,-29.1,170.8,955.0,-13.74,17.5,-0.26,28.75
2580,2.25,0,0,0.06,28.2,173.8,964.1,-8.74,26.77,-0.71,28.39
2600,0.72,5.96,0.18,3.03,-105.7,96.6,1010.3,-1.51,21.66,1.55,28.28
2620,75.61,33.05,7.49,0,47.4,193.4,951.6,2.92,25.19,0.62,28.3
2640,62.92,36.33,12.86,0.79,-30.9,117.9,929.4,3.38,24.1,5.83,28.53
2660,40.92,53.9,28.21,0,98.3,79.2,891.0,13.52,21.63,6.62,28.82
2680,23.12,58.28,36.47,0,80.6,126.0,872.5,16.4,11.04,2.05,29.2
2700,9.24,55.65,55.88,0,62.7,55.5,859.9,14.31,2.3,1.5,29.55
2720,5.57,50.86,68.32,0,44.5,35.3,789.8,18.63,11.5,2.39,29.53
2740,0.72,36.76,80.51,0,157.8,36.4,878.1,22.41,5.38,-0.12,30.21
2760,0,28.03,88.65,4.11,-14.1,13.9,837.7,24.71,-6.14,-1.77,30.41
2780,1.61,10.66,80.36,15.19,43.9,-115.0,809.9,17.65,-13.19,-3.95,30.9
2800,6.74,4.88,77.38,25.56,18.1,-62.5,853.7,13.38,-18.65,-3.34,30.62
2820,0,0.5,63.21,50.85,16.8,-142.4,863.0,7.64,-11.35,-4.66,31.0
2840,0,2.93,46.87,53.22,58.5,-155.9,952.0,4.8,-21.01,-3.61,30.85
2860,0,1.51,27.78,65.19,0.7,-162.8,1042.4,4.15,-17.92,-3.26,31.14
2880,0,0,15.84,69.93,52.0,-228.6,1015.9,-1.23,-21.24,0.84,30.91
2900,3.09,2.0,12.4,56.99,-15.3,-178.2,1005.4,-6.73,-26.56,2.47,30.85
2920,0.51,3.29,3.82,41.06,-66.8,-194.2,1004.3,-11.21,-16.02,5.7,30.96
2940,4.02,6.41,4.88,29.96,0.2,-103.9,999.7,-9.71,-18.52,6.43,30.58
2960,0,1.35,0,18.1,-50.8,-22.6,973.6,-15.56,-19.39,2.49,30.54
2980,5.22,0,1.83,12.42,-245.4,6.9,1026.2,-18.85,-9.38,2.35,30.08
3000,0,0,0,0,-117.0,62.7,1014.9,-20.9,4.06,-0.02,30.22
3020,4.52,0,0,1.21,-116.4,47.7,1049.3,-16.96,7.45,-3.86,29.95
3040,0.58,2.68,1.28,3.62,5.5,96.7,954.5,-22.54,14.27,-5.52,29.14
3060,2.52,1.41,1.39,0,-79.6,74.1,973.5,-16.11,7.83,-4.9,29.63
3080,0,4.81,0,0,-25.0,166.7,995.9,-9.57,23.4,-3.84,28.92
3100,6.37,1.37,1.61,0,-97.1,132.9,985.0,-5.59,19.36,-0.42,28.3
3120,3.57,2.82,0,0,-83.3,144.9,985.2,-2.74,13.67,-2.29,28.26
3140,75.39,24.28,5.56,4.15,69.1,182.0,966.5,4.35,14.09,1.2,27.92
3160,60.6,41.67,11.35,2.7,-24.1,116.0,907.2,-0.39,29.53,4.98,28.44
3180,42.32,54.66,29.09,4.12,108.6,99.4,907.3,8.88,16.86,2.97,29.29
3200,24.37,65.04,38.59,1.23,136.5,81.6,862.9,16.2,12.6,5.47,29.3
3220,6.14,59.83,55.93,0,110.5,94.9,823.4,16.35,10.14,-0.27,29.38
3240,3.93,48.15,69.07,0.88,-11.2,89.5,864.5,20.24,3.35,-2.24,29.41
3260,0,43.75,78.78,7.54,-22.6,-31.4,792.6,18.26,-2.27,1.96,30.0
3280,0,22.02,86.39,11.22,80.5,-81.2,777.4,16.76,-10.63,-5.35,30.25
3300,3.13,10.34,86.22,19.02,105.0,-79.0,837.6,23.57,-12.98,0.23,30.16
3320,1.57,8.41,76.18,31.52,61.6,15.4,808.9,12.04,-15.8,-2.68,30.45
3340,0,2.52,59.99,46.15,1.6,-142.3,826.0,12.05,-18.65,-9.26,30.93
3360,1.17,0,49.36,55.61,70.7,-39.4,911.0,11.62,-23.28,-3.99,31.01
3380,3.18,2.04,27.74,66.73,-96.9,-177.6,1014.9,6.92,-28.83,-2.33,31.11
3400,0,0.67,20.41,69.17,-21.1,-80.3,968.7,-0.13,-10.55,-0.27,31.25
3420,0,3.12,13.83,59.88,-30.2,-136.2,1031.9,-6.51,-18.75,-0.12,31.03
3440,4.09,1.16,9.89,52.87,-71.9,-254.5,987.8,-11.1,-17.21,4.42,30.77
3460,1.86,0,5.42,26.65,-84.4,-79.6,970.8,-14.1,-17.1,5.58,30.45
3480,0,0,6.02,17.39,-57.4,-45.5,990.0,-20.08,-13.74,4.41,30.73
3500,0,5.55,0.98,11.17,-86.2,-100.0,948.1,-21.84,-2.31,3.67,30.62
3520,0,0.28,0,0.01,-125.7,-40.9,1079.7,-21.81,1.35,-0.11,30.31
3540,0,1.25,3.65,0,-60.8,57.8,1035.0,-12.17,9.36,-1.33,29.79
3560,1.25,1.52,0,2.9,-43.6,24.9,997.3,-14.77,1.73,-0.91,29.79
3580,0,0,0,2.78,-110.3,58.3,1032.6,-13.54,12.31,-7.42,29.34
3600,0,3.45,0,0,-100.7,40.2,994.7,-9.95,20.29,-1.66,29.14
3620,1.57,0,4.68,0,48.4,160.7,1021.0,-6.66,17.58,-1.21,28.63
3640,0.9,0,3.53,8.59,-42.5,111.1,971.8,-4.69,13.53,-2.94,28.63
3660,78.13,27.05,7.24,3.16,-53.8,151.0,968.3,4.49,16.64,-0.53,28.06
3680,56.41,32.87,12.69,0,55.6,183.7,925.6,3.04,16.03,2.21,28.61
3700,39.36,51.77,28.62,4.98,79.8,-15.6,898.2,10.85,17.56,2.5,29.09
3720,24.59,58.21,33.36,0.49,81.0,111.6,851.6,17.94,6.55,4.18,29.47
3740,9.74,62.44,54.59,4.94,130.9,31.6,839.5,15.62,4.27,4.48,29.19
3760,2.67,50.92,69.08,0,121.8,25.0,842.9,18.28,4.8,0.77,29.31
3780,0,35.9,81.35,4.54,53.4,67.8,797.2,20.34,0.49,1.83,30.07
3800,3.54,28.33,82.53,10.3,142.0,-2.6,847.3,17.67,-4.3,-0.35,30.27
3820,1.44,17.82,83.54,10.67,63.2,-92.0,772.2,17.32,-10.09,-4.43,30.49
3840,0,8.36,79.01,31.37,108.3,-83.5,763.1,17.28,-8.36,-3.22,30.76
3860,2.56,2.54,63.08,40.89,13.0,-62.7,914.3,13.18,-9.88,-4.76,31.05
3880,0,0,49.34,53.3,85.4,-116.1,924.2,9.0,-26.17,-1.46,30.92
3900,0,0,32.32,69.75,108.4,-124.5,975.2,0.4,-23.72,-1.34,30.61
3920,0.04,2.12,18.61,75.73,-39.3,-188.5,1002.6,-3.95,-23.57,-1.1,30.86
3940,1.28,0.08,10.89,69.04,-102.8,-181.7,1021.6,-8.41,-12.7,6.43,31.06
3960,0,3.64,4.33,46.44,-64.4,-208.9,995.0,-15.37,-14.03,8.73,31.06
3980,0.48,0,1.95,30.94,-136.9,-79.0,1010.2,-13.87,-4.23,6.1,30.84
4000,0,2.9,0,18.85,-31.5,-78.3,1003.4,-19.93,-21.75,0.96,30.4
4019,0.68,5.57,3.25,5.34,-128.9,-40.7,966.9,-15.69,-1.58,-0.27,30.33
4040,0,1.5,0,3.95,-116.5,-19.8,952.8,-27.12,-8.28,2.81,30.31
4059,0.41,0.32,0,2.04,-139.7,47.6,968.7,-12.78,5.07,0.42,29.78
4080,3.74,1.7,3.34,4.46,-22.7,42.5,929.5,-17.86,5.68,-4.2,29.68
4100,3.41,3.56,4.2,0,-145.0,60.1,972.1,-17.63,15.74,-2.67,29.45
4120,1.79,2.2,1.52,0,-93.7,190.3,1004.1,-16.57,12.77,-3.49,28.99
4140,0.49,3.28,1.69,0,-35.0,215.5,1031.0,-7.2,20.62,-3.43,28.53
4160,0.79,0,0,4.25,-19.1,170.8,1029.8,-1.88,17.91,-3.27,28.48
4180,73.32,28.85,10.42,2.26,79.7,151.6,1008.4,-3.29,15.36,-0.78,27.99
4200,61.88,37.43,15.65,0,67.9,164.5,932.7,2.99,23.36,3.98,28.09
4220,42.55,46.9,17.76,0,98.9,90.0,897.6,7.97,15.7,7.51,28.51
4240,27.37,56.3,35.34,0,68.4,85.3,873.7,18.2,26.77,7.97,29.04
4260,7.27,54.84,44.0,0.65,73.5,70.2,873.5,16.05,9.06,4.92,29.51
4280,7.88,49.87,61.6,0,51.1,-40.6,737.3,18.43,8.74,1.71,29.72
4300,0,35.64,70.6,4.82,83.3,9.5,816.9,18.71,6.62,0.61,29.92
4320,4.36,28.55,86.79,1.92,133.8,-101.2,768.1,24.76,-5.88,-2.19,30.6
4340,2.38,14.33,83.11,14.97,126.5,-20.4,806.2,17.85,-12.38,-3.52,30.66
4360,3.75,12.61,74.44,24.0,34.9,-159.5,827.1,17.49,-14.67,-3.01,30.33
4380,0,2.38,62.13,42.94,86.9,-13.4,866.6,14.57,-12.08,-4.62,30.83
4400,2.0,0,54.34,55.9,74.5,-124.0,930.9,8.75,-13.71,-1.12,30.77
4420,0,0,31.68,63.92,18.8,-208.9,940.1,6.46,-26.41,-1.6,31.11
4440,0,3.67,22.23,65.54,25.8,-122.3,997.8,-2.03,-19.98,0.18,30.58
4460,1.6,0,11.51,60.87,-6.6,-143.7,1042.8,-5.52,-12.0,2.32,31.19
4480,0,3.01,7.34,46.73,-25.2,-125.0,944.8,-11.18,-18.48,4.56,30.87
4500,1.04,0,6.05,33.41,-60.5,-117.3,1003.1,-14.24,-19.35,6.19,30.4
4520,4.4,1.3,3.35,17.66,-164.9,15.2,976.4,-18.82,-15.54,6.21,30.76
4540,1.12,0,3.24,12.31,-87.2,18.1,952.3,-21.04,-9.9,2.31,30.38
4560,0,3.83,1.48,7.07,-105.6,-21.6,971.5,-20.11,4.62,3.45,30.19
4580,0,0,0,0,-36.1,53.5,1017.0,-20.88,6.47,-1.44,30.08
4600,7.42,2.7,2.82,0.41,-148.1,103.0,1040.7,-16.72,7.22,0.23,29.66
4620,2.19,0,6.15,4.09,-150.8,121.1,948.8,-13.47,13.0,-5.94,29.45
4640,7.62,1.97,0,0,-1.4,62.1,1006.6,-15.7,12.42,-2.88,28.86
4660,0,0,0,0.6,42.4,175.5,952.2,-10.89,20.53,-0.84,28.69
4680,0,0,0,0,-8.7,174.4,985.6,-6.2,19.95,-0.97,28.17
4700,80.93,26.33,8.47,0,53.8,131.4,1034.2,-1.37,18.86,-0.48,28.17
4720,64.64,38.38,17.08,1.9,33.6,187.3,923.8,7.76,21.07,1.74,28.31
4740,44.23,52.38,24.64,0,29.1,115.8,915.0,6.32,17.13,5.8,28.36
4760,28.57,56.74,30.1,6.35,50.7,26.2,831.9,8.28,19.52,4.32,29.28
4780,9.82,52.79,46.96,2.95,115.0,142.4,815.9,12.76,7.33,3.71,29.16
4800,10.25,52.35,65.75,0,39.2,70.0,838.7,19.08,4.02,0.66,29.89
4820,0,42.95,77.88,5.57,207.5,11.8,791.1,20.49,15.15,-1.82,29.71
4840,0,25.81,87.42,3.44,161.7,-83.1,789.2,23.07,-10.3,-0.81,30.35
4860,0.06,17.69,78.99,13.63,182.4,-100.2,782.2,17.81,-3.55,-5.01,30.54
4880,5.34,14.62,81.31,23.9,66.8,-102.0,823.5,17.37,-17.61,-3.25,30.74
4900,0,1.91,69.53,41.84,44.3,-160.1,859.5,9.67,-12.96,-2.35,30.57
4920,0.3,0.34,51.67,56.39,71.3,-154.2,871.6,2.25,-15.16,-1.29,30.92
4940,0.04,0,34.61,65.42,6.3,-141.7,972.4,7.12,-30.36,0.53,30.67
4960,0.42,0,24.98,69.25,-16.2,-153.2,994.3,1.08,-14.17,-1.52,30.76
4980,0,0,17.71,59.62,-54.3,-182.2,971.4,-4.17,-22.15,3.09,31.19
5000,2.4,0,6.37,53.3,-158.1,-110.5,999.4,-8.5,-18.39,7.63,30.7
5020,0.16,0,4.51,33.94,-111.9,-122.9,970.7,-9.54,-11.47,2.02,30.87
5040,0.26,0.1,1.37,24.16,-48.0,-30.6,980.0,-18.03,-20.68,1.41,30.73
5060,5.54,0.13,0,12.27,-97.1,-79.6,991.0,-20.08,-6.26,1.8,30.79
5080,3.9,2.24,0,13.26,-85.0,-102.8,1025.3,-19.17,-0.0,0.68,30.14
5100,0,7.59,0,0,-14.1,18.9,997.5,-23.76,7.29,0.42,30.04
5120,0,0,0,2.2,-37.9,33.8,998.0,-18.58,7.87,-0.41,29.6
5140,2.99,0,0.38,6.85,-68.1,26.5,1006.3,-17.96,18.13,-2.73,29.24
5160,3.38,1.96,0.63,0,-126.8,146.9,1022.0,-12.31,9.59,-4.63,28.87
5180,0,0,0,0.24,-113.7,143.0,974.0,-11.73,19.21,-3.6,28.52
5200,4.83,1.85,0,0.47,-1.0,105.2,1008.9,-3.62,10.92,-1.02,28.42
5220,76.73,24.8,7.72,0,-11.0,111.1,1011.1,3.61,16.48,-3.03,27.91
5240,67.46,31.09,10.7,0,-24.3,110.5,956.0,10.8,11.87,2.61,28.6
5260,48.51,51.08,19.14,0,78.2,192.5,874.6,8.94,23.01,2.69,28.55
5280,26.16,60.02,31.08,0,32.5,108.9,868.3,15.79,7.48,5.57,29.03
5300,17.64,63.77,48.53,1.33,53.7,23.7,840.9,19.55,7.34,1.81,29.32
5320,1.06,50.09,61.58,4.07,67.8,48.2,797.7,16.61,8.15,0.59,29.86
5340,0,42.25,73.54,2.82,87.9,8.3,800.1,16.83,0.18,-0.17,29.85
5360,0,28.95,85.16,3.32,129.7,30.2,823.5,18.24,-7.76,-0.32,30.34
5380,0,12.42,86.48,10.65,113.3,-56.2,777.4,14.57,-2.87,-6.18,30.51
5400,0.35,6.91,85.48,22.3,69.9,-62.7,840.6,18.23,-17.84,-5.35,30.53
5420,0,0,64.14,40.29,30.2,-124.7,884.7,12.83,-15.37,-1.16,30.83
5440,0,0,48.85,58.49,-21.5,-148.0,856.8,1.25,-8.59,-5.43,30.83
5460,0,1.83,39.16,66.32,94.0,-232.3,1002.3,6.31,-15.27,-0.3,31.14
5480,0,1.69,24.14,62.61,75.2,-242.4,994.4,2.12,-19.61,1.49,31.07
5500,0,0.95,10.99,61.07,62.2,-158.9,1012.6,-3.7,-12.19,1.58,30.95
5520,5.39,0,7.4,52.02,-90.9,-248.0,988.0,-9.08,-20.08,3.42,31.08
5540,0.62,11.54,0,35.75,-16.6,-103.1,1004.6,-8.1,-9.19,4.7,30.86
5560,3.14,0,0,20.37,-169.8,-175.4,981.5,-14.14,-9.55,5.56,30.67
5580,0,1.42,1.32,13.78,-34.9,-65.4,1013.1,-16.65,5.55,-0.84,30.73
5600,0.3,0,1.3,6.0,-150.3,-98.4,998.3,-21.72,-2.9,2.74,30.16
5620,0,0,1.63,2.22,-85.3,-20.3,981.2,-23.37,0.86,2.82,29.79
5640,4.96,0,0,2.69,-104.3,21.5,997.4,-15.02,-5.04,-2.66,29.71
5660,1.93,1.43,11.06,2.25,-123.9,26.6,965.4,-21.12,12.64,-5.29,29.35
5680,1.64,0,0,0,19.2,91.0,1019.8,-9.44,16.6,-5.95,29.15
5700,0,0.14,3.26,4.05,8.3,188.7,963.7,-9.85,19.88,-1.0,28.69
5720,0,0,0.26,6.69,-43.8,167.0,986.3,-2.7,12.78,-3.95,28.38
5740,76.53,27.62,0.98,0,-7.8,90.3,952.2,-1.43,17.86,2.58,28.03
5760,73.96,29.82,8.91,0,-19.0,230.2,915.6,5.65,18.98,5.34,28.81
5780,48.8,46.32,18.75,0.2,14.6,186.1,877.2,5.89,21.82,4.28,28.72
5800,31.25,57.12,30.25,0,117.6,154.7,867.8,15.58,10.81,8.86,29.26
