timestamp_ms,p0_n,p1_n,p2_n,p3_n,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,temp_c
420,0.45,0,0,7.22,-18.1,-11.4,1041.9,-67.07,0.85,1.54,30.38
440,0,3.61,0,3.54,-148.0,9.5,981.9,-57.77,-1.57,-4.07,29.76
460,4.45,1.88,0.11,4.27,-27.1,48.6,1024.6,-52.95,2.65,-3.43,29.62
480,3.74,3.58,0,4.63,-28.3,122.1,940.1,-50.73,13.25,-4.09,29.46
500,2.56,5.76,3.92,0,-192.9,45.9,1026.3,-39.49,17.77,-3.38,29.02
520,0.12,0,3.13,0,4.9,83.8,964.2,-33.72,15.37,-7.04,29.03
540,1.63,1.53,3.69,0,6.1,184.9,993.1,-20.75,16.33,-6.98,28.88
560,0.99,0,0,0,-13.0,80.7,979.8,-10.2,15.53,-0.33,28.49
580,74.4,29.0,10.42,0,42.5,176.3,996.8,10.55,18.2,-0.86,28.11
600,64.71,37.31,7.47,2.41,-12.3,182.2,962.7,21.61,23.42,0.28,28.71
620,45.69,44.87,19.38,1.87,67.1,132.6,927.5,37.17,18.16,1.05,29.42
640,32.06,57.46,31.15,0,25.3,51.4,857.6,34.88,12.69,6.39,29.17
660,12.69,53.28,45.47,3.32,50.2,66.4,823.4,48.68,16.78,3.42,29.37
680,0.16,49.88,56.07,6.08,39.0,39.7,809.7,55.39,-0.69,2.62,29.58
700,3.1,44.95,69.93,0.51,3.4,39.9,777.1,62.32,8.22,1.96,29.96
720,0,35.78,76.91,2.51,108.7,-88.9,810.2,64.34,-1.68,0.59,30.09
740,0,21.62,81.76,5.65,59.1,-100.5,821.2,55.6,-1.33,-5.34,30.09
760,3.99,10.6,76.49,16.89,108.4,11.6,792.2,47.54,-15.43,-3.86,30.73
780,0,11.33,74.08,27.35,131.8,-7.3,833.2,40.23,-19.54,-6.35,30.63
800,1.09,1.73,58.47,44.63,-2.1,-86.7,890.8,35.29,-15.67,-5.81,30.62
820,0,0,50.58,59.11,-20.5,-46.3,949.3,27.27,-17.67,-6.26,31.02
840,0,2.88,35.65,65.22,34.9,-116.1,995.6,13.87,-21.87,-0.4,30.9
860,0.1,6.39,23.57,70.0,-11.4,-88.6,986.2,-0.07,-16.84,3.52,31.09
880,1.35,0.34,9.36,59.68,17.4,-184.5,1002.8,-10.71,-20.66,3.96,31.1
900,0,0,9.01,51.84,-38.0,-114.5,1021.0,-28.29,-12.54,4.55,30.71
920,0,2.31,0,41.07,-68.5,-82.3,963.7,-34.87,-8.8,4.75,30.83
940,4.67,4.97,0,23.48,-95.2,-137.7,1070.3,-51.03,-10.93,3.65,30.95
960,0,1.66,2.27,13.62,-63.8,-89.5,1008.8,-51.47,-8.0,5.54,30.39
980,0,1.77,0,8.17,-120.6,-64.2,1042.0,-59.24,-9.28,3.82,30.58
1000,0,0,2.76,0,-133.4,-43.2,1030.4,-62.32,1.71,0.45,30.15
1020,2.08,0,0,5.86,-29.9,49.1,986.0,-60.95,-1.48,-5.38,29.57
1040,0.87,0,3.31,0,-22.0,31.6,1012.1,-50.06,5.41,-4.96,29.63
1060,0.92,1.76,3.33,2.99,-92.7,85.9,1030.1,-44.09,6.16,-5.09,29.53
1080,4.26,0,0.22,0,-52.0,34.9,963.4,-38.06,15.69,-5.26,29.35
1100,0,2.85,0,0,-10.5,175.4,1024.4,-28.33,19.47,-3.71,28.74
1120,2.78,3.23,0,3.23,23.7,117.8,1019.8,-15.82,16.08,-1.7,28.26
1140,0,0,8.67,0,-2.1,225.2,1001.9,-3.62,18.29,-0.34,27.97
1160,72.72,26.41,13.15,0,22.7,109.4,959.7,11.15,13.05,1.68,28.26
1180,60.05,39.39,14.19,3.69,-50.7,102.9,939.4,22.52,22.48,4.17,28.69
1200,39.91,52.12,22.34,0,40.3,175.5,874.5,31.99,14.06,5.15,28.85
1220,20.74,55.49,36.74,0,55.6,41.1,864.5,46.4,12.1,4.09,29.12
1240,14.25,58.47,51.07,0.31,45.7,-22.4,817.5,55.77,11.25,1.71,29.78
1260,2.59,53.77,64.73,2.41,98.7,68.4,786.3,53.87,4.66,3.36,29.46
1280,4.57,43.29,73.25,1.5,127.4,9.2,803.5,56.67,0.42,-0.59,29.89
1300,0,24.07,80.17,8.94,130.7,-9.2,766.4,58.26,-9.09,-0.55,30.52
1320,0,14.4,79.49,13.38,133.7,-14.1,825.6,49.42,-17.24,-0.38,30.63
1340,0.2,9.85,76.89,17.32,71.0,-133.5,835.0,49.36,-5.72,-5.95,30.77
1360,0.81,1.97,71.46,32.6,101.9,-118.0,891.8,40.88,-11.27,-6.19,30.83
1380,0,7.18,57.94,47.44,38.3,-84.0,939.0,31.75,-16.84,-4.86,30.97
1400,0.26,1.38,40.61,54.3,40.3,-163.0,969.3,25.95,-20.47,-2.96,31.13
1420,0,1.04,32.31,68.03,14.1,-204.6,941.7,2.51,-12.97,0.69,31.05
1440,0,1.33,18.01,61.62,-5.2,-165.8,1000.9,-10.71,-3.84,-0.37,31.13
1460,0,0.3,19.57,54.48,-10.2,-189.5,964.9,-20.64,-12.94,5.04,30.89
1480,0,0,7.23,47.51,-57.3,-196.9,1029.4,-32.41,-14.48,5.98,30.95
1500,1.0,3.48,0,32.44,-95.5,-67.2,958.1,-43.26,-13.14,5.01,30.7
1520,5.09,0,0,18.69,-28.1,-162.0,964.3,-48.15,-14.61,5.71,30.94
1540,0,0.84,0,12.29,-118.5,-57.9,1037.0,-55.56,-5.5,2.38,30.6
1560,5.04,0,0.09,5.44,-116.3,-99.5,996.4,-63.78,4.96,-1.06,30.4
1580,2.17,2.61,1.08,3.04,-106.0,72.4,991.5,-61.31,1.39,-0.08,30.19
1600,0.45,0,0,1.67,-98.5,67.0,995.9,-57.96,11.37,-3.34,29.52
1620,2.92,2.79,6.51,3.0,-64.7,146.0,1011.0,-50.61,7.46,-3.98,29.46
1640,0,0,0,0,-51.0,141.7,993.0,-44.66,15.31,-8.88,29.32
1660,0.81,1.19,0,0.39,-46.1,150.0,998.1,-29.27,17.68,-3.27,29.05
1680,0,0,2.58,0,-102.6,69.7,997.5,-23.41,21.78,-5.08,28.86
1700,3.69,0.71,0.76,0.39,-20.8,214.7,990.6,-13.51,22.45,-3.15,28.04
1720,78.06,24.24,8.2,0,-30.1,102.2,995.8,3.94,28.44,1.52,28.3
1740,60.7,37.14,15.82,1.28,87.8,162.9,934.8,18.44,24.52,3.28,28.49
1760,48.13,47.02,19.47,5.88,89.4,65.2,892.3,28.58,18.13,2.95,28.78
1780,32.95,51.36,30.32,0,29.7,107.1,876.7,36.88,18.97,4.29,29.38
1800,14.62,57.89,46.15,0,91.5,157.0,846.8,54.99,14.59,1.82,29.31
1820,8.75,52.38,59.54,4.13,202.5,18.7,784.2,53.02,5.5,3.69,30.07
1840,1.01,41.46,71.91,2.11,137.1,73.9,763.8,58.1,7.42,1.78,29.6
1860,0.79,36.87,74.45,3.18,58.7,35.4,772.5,61.0,3.32,-0.54,30.51
1880,1.44,23.81,85.66,8.25,49.3,-132.4,799.3,60.54,-22.02,-2.27,30.35
1900,0,14.19,77.23,19.12,36.6,-79.8,853.0,53.84,-13.1,-3.65,30.57
1920,0.05,9.54,69.47,25.72,146.8,-92.4,774.0,43.89,-17.67,-1.83,31.17
1940,0,1.66,64.43,38.52,73.9,-163.8,906.4,43.42,-25.29,-6.87,30.68
1960,0.43,1.97,43.57,48.85,-0.5,-155.9,912.8,26.54,-14.53,-4.05,30.96
1980,1.08,0,36.32,64.09,29.3,-157.1,971.7,9.9,-10.33,-2.47,31.12
2000,0.88,1.35,20.77,64.34,71.0,-162.1,981.0,3.31,-18.53,2.44,31.21
2020,0,0.15,10.37,64.38,-80.2,-175.4,1037.2,-10.25,-18.84,-1.27,30.99
2040,6.04,0,11.74,51.95,-70.1,-93.1,992.4,-26.01,-12.79,1.34,30.84
2060,3.23,0,9.38,43.52,-33.8,-89.9,1022.0,-36.03,-10.68,8.73,30.7
2080,0,0,1.32,29.59,-150.8,-101.7,1035.5,-43.35,-15.55,4.19,30.73
2100,0,0.38,0,12.49,-65.1,-65.5,991.2,-51.16,-6.28,6.91,30.27
2120,3.45,0,0,6.46,-112.5,-29.5,953.5,-55.45,-1.86,4.07,30.41
2140,0,0,3.86,2.64,-126.4,47.3,1015.7,-61.09,-2.06,1.89,30.02
2160,0,0,0,3.26,-192.2,68.4,1025.2,-60.61,0.43,-3.14,30.02
2180,3.27,2.48,0,2.62,-185.6,19.2,1035.6,-55.6,10.62,-1.64,29.8
2200,0,0,8.52,2.08,-133.5,132.3,1021.5,-46.63,9.51,-2.35,29.25
2220,0.66,0,0,0,-159.7,95.9,950.2,-41.39,19.28,-5.44,28.83
2240,0,0,0,1.65,-58.8,122.1,971.7,-37.13,14.17,-4.74,28.98
2260,3.04,0.47,0,0,2.9,111.3,977.6,-17.07,14.8,-3.55,28.16
2280,0,0,0,0,150.1,138.6,985.9,-4.9,14.23,-0.97,27.81
2300,70.45,28.82,5.92,2.24,77.6,198.5,1007.2,5.99,14.71,-2.05,28.2
2320,65.5,40.48,19.08,0,11.2,193.1,928.8,25.2,20.25,3.94,28.63
2340,41.8,52.45,22.7,0.84,90.2,143.5,868.6,32.58,20.08,3.11,29.05
2360,20.65,54.2,35.02,0,98.2,125.4,796.3,47.59,7.44,5.05,28.78
2380,11.92,59.96,45.54,0,113.3,58.5,781.8,52.78,7.94,7.78,29.28
2400,8.44,52.47,62.01,0.27,145.8,-16.9,867.8,59.48,10.38,5.31,29.87
2420,4.03,40.16,75.54,0,58.8,14.9,851.0,53.13,-0.07,0.89,30.44
2440,0,31.23,84.69,4.97,29.8,12.7,791.4,61.37,-8.81,-4.81,30.38
2460,0,15.62,83.43,13.68,135.0,55.0,806.2,59.2,-10.71,0.81,30.17
2480,0,13.62,77.34,22.44,98.9,-30.6,806.7,50.13,-11.28,-4.65,30.73
2500,6.84,1.54,69.51,41.11,105.6,-143.0,885.5,39.84,-19.77,-3.86,30.8
2520,0.05,0.15,56.61,46.04,98.6,-104.7,963.6,26.63,-15.38,0.17,31.02
2540,0,0,45.62,58.87,94.1,-199.6,905.1,16.76,-8.43,-4.84,30.91
2560,0,0,26.67,59.32,65.2,-177.5,1015.4,3.57,-12.29,0.08,30.81
2580,2.03,0,21.81,63.95,-45.9,-113.9,980.5,-8.43,-30.52,2.73,31.12
2600,7.99,1.73,11.59,56.04,32.6,-78.5,972.0,-17.6,-14.78,2.98,30.82
2620,0,0,12.38,43.53,-15.2,-166.2,922.1,-30.08,-16.88,5.15,30.85
2640,0,0.83,4.7,29.73,-74.7,-19.2,1031.6,-37.67,-13.77,5.01,30.77
2660,0,3.61,7.58,23.22,-58.5,-54.1,949.2,-49.32,-14.23,5.1,30.38
2680,0,0.62,1.93,10.43,-156.6,20.9,1009.7,-54.41,-5.47,1.79,30.83
2700,0,0,0,6.85,-153.0,-48.3,1034.7,-61.03,-2.06,1.12,30.55
2720,0.52,0,0.64,2.57,-65.8,3.1,996.4,-56.39,0.52,-3.54,29.91
2740,2.4,8.95,3.44,2.2,-86.6,6.0,1012.3,-58.42,5.41,-3.74,29.95
2760,0,3.71,1.86,0,-110.7,37.0,973.2,-53.01,3.59,-4.76,29.47
2780,5.66,0,0,0,-33.7,48.1,1003.7,-51.72,11.4,-7.9,29.45
2800,0,0,0,0,-114.7,78.3,971.1,-35.56,6.8,-5.49,29.23
2820,0,0,0,2.36,-11.4,110.3,1002.6,-20.79,13.85,-2.85,28.88
2840,0,0,0,0,-35.7,103.1,992.9,-11.11,16.13,0.07,28.57
2860,79.42,19.71,10.58,0,-75.1,170.9,943.6,1.74,16.5,1.87,27.65
2880,72.11,31.81,9.68,0.59,30.6,125.4,942.2,13.53,19.59,5.45,28.49
2900,47.8,44.42,15.32,3.46,-12.8,168.3,913.4,31.61,15.47,2.58,28.71
2920,26.78,50.54,29.21,4.12,45.2,75.2,911.9,38.14,16.48,6.1,29.01
2940,17.05,51.83,40.21,8.37,148.6,141.4,868.2,47.18,12.19,2.65,28.97
2960,6.41,55.24,57.17,0,61.3,77.9,805.6,54.12,9.81,4.77,29.59
2980,5.15,45.65,70.97,2.2,78.9,22.6,812.6,59.97,9.24,1.79,29.32
3000,2.8,35.17,75.53,0,138.3,-63.4,767.6,62.67,-5.51,-1.97,30.01
3020,0,24.08,84.36,8.62,139.3,17.1,827.8,55.42,-6.67,-1.4,30.32
3040,0.47,10.95,77.59,10.16,144.2,-99.4,862.6,57.01,0.09,-4.29,30.04
3060,0,13.54,74.94,23.19,46.2,-77.5,811.8,47.33,-7.5,-2.1,30.72
3080,1.53,0,66.99,40.08,38.7,-57.2,858.9,38.08,-14.62,-1.61,30.66
3100,3.14,4.25,52.28,51.96,85.3,-187.1,933.3,30.8,-21.4,-3.72,30.96
3120,0,0,35.08,57.38,14.4,-153.2,875.8,14.34,-16.19,-1.41,31.21
3140,5.62,0,27.15,62.86,34.5,-174.4,954.6,-0.48,-22.83,-5.42,30.71
3160,0.67,0.64,17.09,61.62,-68.8,-122.1,1014.9,-7.96,-17.69,2.32,30.64
3180,0,2.91,6.84,51.14,-6.8,-102.9,1029.3,-23.12,-8.87,4.87,30.76
3200,0,1.58,8.28,37.49,5.1,-180.4,995.4,-36.92,-11.37,5.9,30.82
3220,3.69,0.05,0,28.27,-87.2,-47.7,994.9,-42.92,-10.56,9.75,30.48
3240,1.65,3.23,3.32,16.58,-28.1,-74.7,1032.7,-50.11,-10.13,3.08,30.94
3260,0,0.42,2.83,7.04,-120.0,-4.8,981.9,-56.83,-11.81,4.02,30.57
3280,0,5.16,0.89,7.59,-102.0,-17.8,1027.9,-61.02,3.29,5.23,29.92
3300,1.65,1.6,0,5.84,-182.9,97.3,1010.7,-61.36,9.65,-2.06,30.18
3320,0,0,0,5.04,-31.5,112.6,1035.2,-56.71,13.22,-2.2,29.73
3340,0,0,0,1.21,-102.1,82.7,1031.8,-50.1,7.8,-5.25,29.31
3360,0,2.48,0,0.3,-130.5,181.6,986.4,-42.44,17.13,-2.16,28.89
3380,2.1,0,0.25,0,-57.6,118.0,1019.5,-36.01,20.47,-4.07,28.93
3400,0,0,0,0,7.8,76.2,1004.2,-24.09,16.98,-5.21,28.82
3420,2.12,0,0,0.74,3.3,157.5,1007.6,-1.03,19.14,-0.29,28.31
3440,73.86,24.62,5.75,0.72,48.9,203.0,962.2,5.94,22.85,-0.74,28.34
3460,62.89,35.36,10.33,1.42,31.7,232.7,906.1,24.81,14.74,4.57,28.63
3480,46.85,50.75,25.5,4.01,37.8,87.8,884.1,38.14,22.25,5.38,28.74
3500,29.29,59.23,29.58,0,107.4,54.3,894.7,42.96,15.98,5.85,29.02
3520,8.2,56.68,46.55,0.38,128.2,2.5,832.1,51.94,13.48,3.94,29.59
3540,8.13,50.6,63.01,0,158.5,21.2,779.6,58.63,6.04,3.22,29.93
3560,0,49.38,76.15,0.79,143.4,63.0,811.9,58.27,5.73,0.27,30.22
3580,0,36.31,76.98,6.72,137.3,-39.5,772.5,60.35,-2.51,1.93,30.17
3600,0,18.2,87.09,8.43,82.4,-105.7,812.5,61.75,-0.08,0.45,30.23
3620,4.8,12.83,78.1,17.72,89.8,-88.3,836.1,52.48,-0.9,-2.08,31.06
3640,0.77,2.61,71.17,23.26,77.5,-142.5,854.0,43.5,-6.57,-2.76,30.73
3660,3.5,1.9,57.28,39.51,100.3,-107.0,862.3,33.29,-25.34,-7.11,31.1
3680,2.47,0,45.33,50.47,44.6,-43.1,948.5,22.35,-14.65,-2.22,31.25
3700,2.74,2.17,32.69,58.35,41.8,-185.8,1017.2,10.25,-27.36,-2.89,30.63
3720,0,0,16.92,59.68,8.3,-215.8,1035.3,-5.16,-19.37,-0.1,30.71
3740,1.35,0.73,13.94,58.59,-28.9,-117.1,1006.4,-18.14,-23.82,2.02,30.81
3760,2.12,0,6.49,45.89,-134.3,-107.2,977.0,-29.35,-18.19,5.93,30.85
3780,0,0,0,35.77,-64.4,-66.0,1004.8,-39.57,-7.51,2.43,30.95
3800,3.58,0,3.62,22.59,-6.0,-49.4,986.3,-44.2,-11.16,6.9,31.21
3820,0.43,0,1.61,12.64,-31.3,-47.4,972.7,-57.98,-17.98,3.49,30.11
3840,4.19,4.58,1.4,11.12,-88.0,-69.5,986.7,-59.28,-15.64,5.0,30.42
3860,3.16,3.45,1.76,0,-146.2,44.1,1028.4,-55.75,-0.35,0.98,30.33
3880,2.16,4.62,0.32,1.89,-111.1,-16.4,985.6,-60.95,3.91,-3.55,29.92
3900,0,0,0,2.26,-103.3,38.9,977.2,-55.28,0.98,-8.33,29.55
3920,2.21,0.28,0.03,0,-114.7,52.3,1013.6,-52.64,16.88,-5.87,28.8
3940,1.28,0,0,3.71,-96.6,80.2,974.1,-33.87,18.04,-4.29,28.62
3960,0,1.42,0,0.41,-119.9,202.8,1007.8,-26.74,14.79,-5.17,28.71
3980,3.21,0,1.27,3.0,4.4,144.9,1037.8,-7.94,17.82,-3.09,28.26
4000,73.93,23.08,7.1,0,33.1,214.2,931.7,1.65,26.51,0.79,28.43
4019,69.8,27.92,12.4,0,117.3,95.6,982.4,11.7,18.67,2.05,28.37
4040,51.37,41.63,17.14,0.68,47.7,60.6,859.5,28.96,12.42,1.34,28.81
4059,35.3,57.68,23.18,5.15,-32.2,116.2,861.7,36.98,12.34,4.41,28.85
4080,16.4,59.42,37.77,3.98,45.0,99.9,808.4,45.76,19.22,2.0,29.24
4100,4.47,54.28,47.5,1.56,170.6,63.2,849.0,48.14,14.82,4.41,29.36
4120,0,41.99,64.12,4.83,100.4,23.8,844.4,55.96,9.0,0.76,30.12
4140,2.33,39.46,76.08,3.97,24.7,-60.6,811.8,62.23,1.58,1.65,30.4
4160,0.35,26.78,86.44,7.49,29.6,-128.3,741.0,64.04,1.26,-1.63,30.08
4180,1.71,8.47,85.04,6.7,114.9,-39.7,810.0,55.09,-3.01,-1.46,30.54
4200,0,9.55,75.78,27.13,96.4,-176.9,845.1,52.01,-3.97,-4.32,30.87
4220,1.4,3.53,66.54,33.48,133.4,-31.1,812.5,43.17,-3.31,-4.05,30.92
4240,0,2.63,53.62,44.09,124.4,-164.2,867.0,28.32,-22.61,-4.55,30.99
4260,2.36,3.33,41.68,61.62,-18.0,-124.5,923.3,22.49,-22.84,-3.44,31.25
4280,0,0,28.61,62.75,-2.6,-139.5,982.2,6.27,-32.46,-4.45,30.94
4300,1.69,0.86,13.14,60.73,-51.0,-228.5,961.6,-9.76,-22.92,-2.11,30.78
4320,0.04,0,10.25,55.1,-36.7,-141.0,982.9,-21.3,-16.74,0.81,31.18
4340,2.15,1.15,6.65,43.14,-77.1,-87.3,1021.7,-30.46,-12.04,3.4,31.05
4360,0,0,3.45,26.27,-176.4,-28.9,944.8,-41.46,-17.62,4.68,30.82
4380,0.23,0,0,22.1,-127.1,-84.8,967.8,-51.62,-12.67,3.15,30.62
4400,1.27,0,2.21,6.6,-18.7,-69.9,982.7,-55.95,-4.57,0.89,30.6
4420,0,3.16,2.32,5.2,0.0,-52.9,970.7,-60.37,3.92,-0.21,29.81
4440,0,3.33,0,4.85,-98.4,4.5,953.0,-61.48,6.99,-0.05,30.07
4460,0,3.06,4.21,4.7,-60.9,95.0,955.3,-55.09,2.61,-6.26,29.71
4480,0,3.32,0,3.99,-0.1,15.9,1007.7,-52.17,10.61,-5.9,29.41
4500,0,0.12,0,0,-72.6,135.5,988.1,-36.75,21.21,-4.27,29.1
4520,0,0.5,2.97,4.16,30.0,150.5,998.7,-29.88,13.49,-0.74,28.56
4540,1.99,2.05,0,0.38,25.6,97.9,1003.9,-23.42,21.19,-0.11,28.34
4560,0.96,0,0,2.85,-51.3,138.8,1017.8,-9.78,16.49,-2.64,28.62
4580,72.64,25.54,11.4,2.26,-6.0,195.2,985.8,2.9,28.51,-3.31,28.06
4600,63.28,36.94,10.36,0.13,76.6,107.0,906.1,18.45,15.29,1.24,28.51
4620,52.87,50.69,25.08,1.0,35.3,148.9,907.8,35.37,13.11,3.93,28.53
4640,28.98,55.33,26.27,0,139.9,37.7,868.1,44.03,20.57,6.5,29.68
4660,15.45,56.61,44.35,4.85,62.0,-3.9,814.7,49.02,19.39,4.32,29.09
4680,5.88,52.68,54.29,3.93,155.4,40.5,823.9,61.72,8.46,0.84,29.61
4700,0,46.25,72.91,3.37,150.2,-7.1,862.8,54.46,1.0,3.29,29.88
4720,4.41,28.74,75.91,0,119.9,-33.7,831.9,58.21,1.89,-3.22,30.25
4740,0,24.01,85.43,8.6,112.3,50.4,870.2,56.52,-4.05,-5.84,30.48
4760,0.5,9.73,81.13,20.74,27.0,-109.4,859.6,51.53,-3.41,-2.66,30.6
4780,2.77,10.91,71.3,27.43,34.1,-228.6,876.1,47.67,-6.65,-6.09,30.37
4800,0,3.14,60.07,40.95,102.3,-100.2,902.7,34.62,-8.09,-3.13,31.06
4820,0,0.04,49.97,55.49,54.7,-141.4,917.0,26.35,-20.34,-4.66,30.77
4840,3.7,3.68,36.11,60.32,-17.1,-111.4,938.7,8.28,-9.63,-2.6,31.25
4860,3.85,1.48,20.75,70.13,-60.5,-184.4,1001.7,-7.29,-16.47,0.41,30.91
4880,0,0,16.87,57.28,-31.3,-120.4,996.5,-17.53,-30.01,3.31,31.08
4900,0,2.44,4.68,46.24,-4.5,-150.9,1043.9,-30.01,-16.47,4.33,31.04
4920,7.17,0.17,6.53,34.46,-47.2,-167.3,966.7,-37.68,-4.79,2.22,31.22
4940,4.5,1.51,0,17.21,-97.0,-62.4,1010.3,-50.84,-16.16,3.68,30.85
4960,0,3.75,2.09,11.0,-74.2,-113.3,1003.4,-51.94,-11.27,4.66,30.91
4980,4.42,0.36,1.02,6.41,-60.2,-47.8,975.2,-59.97,-8.22,2.34,30.1
5000,0.18,0.5,0.29,5.99,-81.7,9.7,999.2,-56.41,-1.86,-0.5,29.97
5020,0,0.96,0.53,0,-165.0,-44.7,1048.5,-56.53,6.18,-2.68,29.93
5040,0,0,0,2.25,-61.9,15.8,1057.6,-54.55,12.38,-0.12,29.17
5060,2.89,3.36,0.64,0,-33.2,92.7,969.1,-50.66,25.1,-2.56,29.24
5080,0.87,1.23,0.23,0,-69.0,108.6,1049.2,-37.28,16.14,-4.28,29.19
5100,0,1.1,0,0.67,-16.7,47.9,1053.8,-26.39,24.47,-3.75,28.82
5120,0,4.25,4.92,0.72,-5.8,183.1,1026.7,-14.53,20.96,0.16,28.5
5140,0.42,0.88,4.12,0,105.7,140.0,969.0,1.27,18.17,1.31,27.84
5160,69.93,29.77,7.2,0,134.8,200.6,917.4,8.14,24.07,2.72,28.46
5180,60.86,46.04,13.54,0,5.3,101.6,918.6,15.38,23.64,2.27,28.89
5200,42.28,55.2,26.06,0,97.3,54.1,912.7,37.29,12.62,3.14,29.03
5220,21.87,57.37,35.56,0,127.5,116.6,852.2,47.6,7.34,2.87,28.76
5240,11.73,45.16,51.85,0,72.2,32.7,804.6,55.31,11.65,6.44,29.61
5260,0.98,53.71,63.45,5.39,33.8,112.9,829.5,57.3,1.7,5.64,29.88
5280,3.85,34.46,78.28,8.09,41.6,27.1,828.4,62.67,8.19,1.64,30.17
5300,1.08,28.11,79.9,6.21,150.2,25.4,815.4,58.54,-4.9,-1.39,30.11
5320,0,24.65,77.06,14.52,139.0,-18.3,824.4,52.45,-8.36,-5.7,30.55
5340,2.05,11.0,75.16,21.0,60.2,-99.9,819.4,47.5,-16.6,-7.36,30.46
5360,0.44,4.43,64.11,36.33,96.7,-219.1,897.0,49.31,-20.14,-3.42,30.94
5380,0,0.41,54.53,39.38,56.3,-200.9,902.6,28.42,-14.79,-6.25,30.94
5400,0,0,44.7,54.64,-17.1,-122.9,896.7,23.65,-24.84,-5.28,30.77
5420,1.04,0.44,21.49,65.26,40.9,-116.1,988.7,12.21,-24.33,-3.67,30.79
5440,0,0,20.37,61.54,35.5,-117.6,1006.1,-7.32,-26.2,-2.27,31.14
5460,0.46,1.99,11.68,60.27,-81.3,-74.6,1020.7,-24.65,-25.61,5.16,30.84
5480,0,1.02,2.83,47.59,-97.7,-110.1,975.8,-38.18,-21.71,0.28,30.98
5500,0,3.73,5.45,34.36,-185.9,-91.0,1019.2,-39.72,-9.04,2.18,30.8
5520,0,0,3.3,22.38,-68.9,-126.2,993.5,-52.45,-3.77,3.72,30.25
5540,1.23,0.25,0,11.52,-85.7,-46.9,985.5,-56.38,2.43,3.01,30.3
5560,0,1.12,0.35,3.61,-190.7,37.6,1028.7,-57.0,4.47,1.89,30.11
5580,6.3,0,0.82,7.24,-60.6,60.3,970.4,-63.57,4.55,-0.49,30.22
5600,0,0,2.8,3.09,-41.2,167.7,998.0,-60.05,0.81,-1.31,30.03
5620,1.09,7.13,0.72,2.99,-106.0,8.5,1013.3,-49.77,19.02,0.29,29.43
5640,0,0,0,0,-57.2,191.8,1012.9,-37.88,17.53,-10.0,29.22
5660,0,0,0,2.57,49.7,50.6,1041.4,-32.94,18.63,-5.85,28.95
5680,2.13,0,2.64,3.37,-5.6,63.7,964.3,-22.71,16.86,-4.5,28.33
5700,0,3.84,0,0,5.4,198.4,1061.0,-8.23,26.05,-4.77,28.74
5720,77.11,27.82,5.61,0,-31.5,192.8,988.6,2.44,20.08,-0.05,28.11
5740,59.6,32.82,17.42,4.75,137.0,127.5,1027.6,15.74,24.04,0.88,28.67
5760,44.88,45.91,21.53,1.88,24.9,74.5,919.2,31.38,26.58,0.98,28.71
5780,27.33,52.62,32.63,0,87.5,128.4,855.1,37.19,9.92,6.34,29.14
5800,20.69,61.03,38.23,5.82,114.3,74.5,851.9,51.68,9.61,4.14,29.42
